"FileSize","IsLogFull","LastAccessTime","LastWriteTime","OldestRecordNumber","RecordCount","LogName","LogType","LogIsolation","IsEnabled","IsClassicLog","SecurityDescriptor","LogFilePath","MaximumSizeInBytes","LogMode","OwningProviderName","ProviderNames","ProviderLevel","ProviderKeywords","ProviderBufferSize","ProviderMinimumNumberOfBuffers","ProviderMaximumNumberOfBuffers","ProviderLatency","ProviderControlGuid"
"1052672","False","3/25/2024 3:26:33 PM","3/25/2024 3:26:33 PM","16104","1931","Microsoft-Windows-UniversalTelemetryClient/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx","1052672","Circular","Microsoft-Windows-UniversalTelemetryClient","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","10/1/2023 3:09:01 PM","1","2","Microsoft-Windows-UAC/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-UAC%4Operational.evtx","1052672","Circular","Microsoft-Windows-UAC","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 1:15:28 PM","3/25/2024 1:12:26 PM","8501","1271","Microsoft-Windows-UAC-FileVirtualization/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0x5;;;BA)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-UAC-FileVirtualization%4Operational.evtx","1052672","Circular","Microsoft-Windows-UAC-FileVirtualization","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TZUtil/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TZUtil%4Operational.evtx","1052672","Circular","Microsoft-Windows-TZUtil","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/25/2024 1:12:26 PM","1","66","Microsoft-Windows-TZSync/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TZSync%4Operational.evtx","1052672","Circular","Microsoft-Windows-TZSync","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/25/2024 3:13:58 PM","1","113","Microsoft-Windows-TWinUI/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TWinUI%4Operational.evtx","1052672","Circular","Microsoft-Windows-Immersive-Shell","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Troubleshooting-Recommended/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Troubleshooting-Recommended%4Operational.evtx","1052672","Circular","Microsoft-Windows-Troubleshooting-Recommended","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Troubleshooting-Recommended/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Troubleshooting-Recommended%4Admin.evtx","1052672","Circular","Microsoft-Windows-Troubleshooting-Recommended","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 1:12:26 PM","3/25/2024 1:12:26 PM","2084","779","Microsoft-Windows-Time-Service/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Time-Service%4Operational.evtx","1052672","Circular","Microsoft-Windows-Time-Service","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-Time-Service-PTP-Provider/PTP-Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Time-Service-PTP-Provider%4PTP-Operational.evtx","1052672","Circular","Microsoft-Windows-Time-Service-PTP-Provider","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-RemoteConnectionManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-RemoteConnectionManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-RemoteConnectionManager/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-RemoteConnectionManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-RDPClient/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-RDPClient%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientActiveXCore","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-Printers/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-Printers","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-Printers/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-Printers","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-PnPDevices/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-PnPDevices","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-PnPDevices/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-PnPDevices","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 1:12:26 PM","3/25/2024 12:23:22 PM","1","1355","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-LocalSessionManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-LocalSessionManager/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-LocalSessionManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-ClientUSBDevices/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Operational.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientUSBDevices","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-TerminalServices-ClientUSBDevices/Admin","Administrative","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Admin.evtx","1052672","Circular","Microsoft-Windows-TerminalServices-ClientUSBDevices","System.String[]",,,"64","0","64","1000",
,,,,,,"Microsoft-Windows-TCPIP/Operational","Operational","System","False","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TCPIP%4Operational.evtx","1052672","Circular","Microsoft-Windows-TCPIP","System.String[]",,,"64","0","16","1000",
,,,,,,"Microsoft-Windows-TaskScheduler/Operational","Operational","Application","False","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TaskScheduler%4Operational.evtx","10485760","Circular","Microsoft-Windows-TaskScheduler","System.String[]",,,"64","0","64","1000",
"1052672","False","3/25/2024 12:23:22 PM","3/25/2024 12:23:22 PM","1","1901","Microsoft-Windows-TaskScheduler/Maintenance","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx","1052672","Circular","Microsoft-Windows-TaskScheduler","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-SystemSettingsThreshold/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-SystemSettingsThreshold%4Operational.evtx","1052672","Circular","Microsoft-Windows-SystemSettingsThreshold","System.String[]",,,"64","0","64","1000",
"1118208","False","3/25/2024 1:25:08 PM","3/25/2024 1:25:08 PM","1","106","Microsoft-Windows-Storsvc/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-Storsvc","System.String[]",,,"64","0","16","1000",
"20058112","False","3/25/2024 3:29:33 PM","3/25/2024 3:28:25 PM","1253564","42491","Microsoft-Windows-Store/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-Store%4Operational.evtx","20000000","Circular","Microsoft-Windows-Store","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-SpaceManager/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-SpaceManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-SpaceManager/Diagnostic","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-SpaceManager","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-Parser/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Parser%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Parser","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-Parser/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Parser%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-Parser","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-ManagementAgent/WHC","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-ManagementAgent","System.String[]",,,"64","0","64","1000",
"69632","False","3/25/2024 3:30:56 PM","3/25/2024 12:23:22 PM","1","89","Microsoft-Windows-StorageSpaces-Driver/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Driver","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-Driver/Diagnostic","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx","16777216","Circular","Microsoft-Windows-StorageSpaces-Driver","System.String[]",,,"64","0","16","1000",
"69632","False","3/25/2024 3:30:56 PM","3/30/2023 8:40:12 AM","0","0","Microsoft-Windows-StorageSpaces-Api/Operational","Operational","System","True","False","O:BAG:SYD:(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x3;;;BO)(A;;0x5;;;SO)(A;;0x1;;;IU)(A;;0x3;;;SU)(A;;0x1;;;S-1-5-3)(A;;0x2;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSpaces-Api%4Operational.evtx","1052672","Circular","Microsoft-Windows-StorageSpaces-Api","System.String[]",,,"64","0","16","1000",
"1118208","False","3/25/2024 1:12:26 PM","3/25/2024 1:12:26 PM","1","175","Microsoft-Windows-StorageSettings/Diagnostic","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageSettings%4Diagnostic.evtx","67108864","Circular","Microsoft-Windows-StorageSettings","System.String[]",,,"64","0","64","1000",
"1118208","False","3/25/2024 1:12:26 PM","3/19/2024 11:58:20 AM","1","1546","Microsoft-Windows-StorageManagement/Operational","Operational","Application","True","False","O:BAG:SYD:(A;;0x2;;;S-1-15-2-1)(A;;0x2;;;S-1-15-3-1024-3153509613-960666767-3724611135-2725662640-12138253-543910227-1950414635-4190290187)(A;;0xf0007;;;SY)(A;;0x7;;;BA)(A;;0x7;;;SO)(A;;0x3;;;IU)(A;;0x3;;;SU)(A;;0x3;;;S-1-5-3)(A;;0x3;;;S-1-5-33)(A;;0x1;;;S-1-5-32-573)","%SystemRoot%\System32\Winevt\Logs\Microsoft-Windows-StorageManagement%4Operational.evtx","33554432","Circular","Microsoft-Windows-StorageManagement","System.String[]",,,"64","0","64","1000",
